STATE,NAME,YEAR,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,AVG,OBP,SLG,GIDP,SAC,SF,BB,IBB,HBP,CS,GO,AO,G/F,SB%,TA,SSA
°h§Ð,¶À¤p°¶,2008,48,98,93,11,12,23,17,3,0,3,35,21,1,0.247,0.278,0.376,2,1,0,4,0,0,1,28,21,1.333,0.5,0.548,397.31
°h§Ð,³\®p»«,2008,45,94,73,8,15,19,17,2,0,0,21,16,11,0.26,0.402,0.288,1,2,1,17,0,1,5,29,10,2.9,0.688,0.833,321.27
°h§Ð,½²©v¦ö,2008,44,84,71,8,9,17,16,1,0,0,18,7,1,0.239,0.313,0.254,6,4,1,8,0,0,2,36,12,3,0.333,0.435,297.44
°h§Ð,³¯­PÄP,2008,44,109,99,10,17,25,21,3,0,1,31,14,1,0.253,0.296,0.313,7,1,2,3,0,4,0,46,16,2.875,1,0.481,353.53
°h§Ð,§d¬f§»,2008,43,78,68,1,10,14,13,1,0,0,15,12,2,0.206,0.26,0.221,1,5,0,3,0,2,1,22,20,1.1,0.667,0.393,225.88
°h§Ð,¤ýª÷«i,2008,43,138,121,11,13,33,27,4,0,2,43,13,1,0.273,0.348,0.355,1,2,0,14,1,0,0,44,31,1.419,1,0.663,410.73
°h§Ð,·¨¶i¶¯,2008,43,47,41,3,3,6,5,0,1,0,8,14,0,0.146,0.234,0.195,0,0,1,5,0,0,1,13,9,1.444,0,0.361,169.34
°h§Ð,Áé©Ó¯§,2008,42,145,131,17,22,33,23,5,2,3,51,25,2,0.252,0.31,0.389,3,2,0,10,1,1,1,36,37,0.973,0.667,0.637,447.91
°h§Ð,°ª«T±j,2008,41,170,149,17,16,39,28,8,1,2,55,27,7,0.262,0.341,0.369,2,0,2,17,0,2,2,49,36,1.361,0.778,0.711,441.74
°h§Ð,¨È§B¦½,2008,40,156,138,19,19,37,32,2,0,3,48,27,0,0.268,0.344,0.348,3,0,0,15,2,1,0,33,41,0.805,0,0.635,471.12
°h§Ð,¼B¯ÕªY,2008,39,85,76,7,9,16,15,1,0,0,17,10,3,0.211,0.25,0.224,1,5,0,3,0,1,1,33,17,1.941,0.75,0.387,262.53
°h§Ð,¸­ªøÀs,2008,37,99,89,6,8,22,21,1,0,0,23,15,0,0.247,0.287,0.258,2,5,0,5,0,0,0,33,19,1.737,0,0.406,300.19
°h§Ð,¤ý¤lÛp,2008,36,96,77,10,14,21,16,4,1,0,27,16,0,0.273,0.383,0.351,0,2,2,15,0,0,1,20,22,0.909,0,0.737,349.73
°h§Ð,ªL¹¥°¶,2008,36,45,42,4,10,10,6,3,0,1,16,8,1,0.238,0.289,0.381,0,0,0,3,0,0,0,10,14,0.714,1,0.625,294.1
°h§Ð,²ø´º¶P,2008,32,47,41,6,8,11,8,1,0,2,18,7,5,0.268,0.362,0.439,0,0,0,5,0,1,1,16,7,2.286,0.833,0.935,356.29
°h§Ð,?§§¾±,2008,31,54,48,3,7,14,10,3,0,1,20,12,0,0.292,0.358,0.417,1,1,0,4,0,1,0,13,9,1.444,0,0.714,346.67
°h§Ð,ªü¥¬¦h,2008,29,125,112,23,13,35,26,6,0,3,50,14,1,0.312,0.366,0.446,3,0,1,8,2,2,0,29,35,0.829,1,0.788,537.5
°h§Ð,³¯©v§»,2008,27,41,34,1,8,5,4,0,1,0,7,6,0,0.147,0.275,0.206,3,1,0,4,0,2,0,19,4,4.75,0,0.406,159.06
°h§Ð,ªL¬z¥­,2008,27,66,59,3,5,9,7,2,0,0,11,14,0,0.153,0.215,0.186,0,1,1,4,0,1,0,15,22,0.682,0,0.32,178.54
°h§Ð,­J¤¯°¶,2008,27,58,54,5,6,7,5,2,0,0,9,20,0,0.13,0.19,0.167,2,0,0,4,0,0,0,20,7,2.857,0,0.265,163.63
°h§Ð,±i¥Á¿Î,2008,27,41,36,5,5,8,6,1,0,1,12,6,0,0.222,0.282,0.333,0,2,0,3,0,0,0,11,11,1,0,0.536,279.22
°h§Ð,¶À¯EµM,2008,26,55,49,5,7,12,10,1,0,1,16,17,1,0.245,0.327,0.327,1,0,0,6,0,0,2,6,14,0.429,0.333,0.575,305.9
°h§Ð,§f¯§µØ,2008,24,24,22,3,5,5,4,0,0,1,8,3,0,0.227,0.292,0.364,1,0,0,2,0,0,1,7,7,1,0,0.526,270.27
°h§Ð,¼B®a»¨,2008,24,66,58,2,10,14,12,2,0,0,16,9,0,0.241,0.29,0.276,2,4,0,3,0,1,0,25,10,2.5,0,0.435,267.38
°h§Ð,³¯¥Ã­õ,2008,23,53,48,3,3,8,8,0,0,0,8,14,1,0.167,0.216,0.167,2,2,0,2,0,1,1,8,18,0.444,0.5,0.279,189.67
°h§Ð,°ª¬FµØ,2008,22,62,51,5,7,15,11,4,0,0,19,12,0,0.294,0.403,0.373,1,0,1,9,0,1,0,11,14,0.786,0,0.784,338.12
°h§Ð,ªL¸t³Í,2008,21,40,36,1,3,5,4,1,0,0,6,7,0,0.139,0.184,0.167,1,2,0,2,0,0,0,10,14,0.714,0,0.25,149.89
°h§Ð,·¨³Õ¶W,2008,21,30,30,7,3,8,2,4,1,1,17,12,0,0.267,0.267,0.567,0,0,0,0,0,0,0,5,5,1,0,0.773,338.67
°h§Ð,¤O¼Ú,2008,20,77,72,13,9,21,12,5,0,4,38,16,1,0.292,0.325,0.528,2,0,1,3,0,1,0,25,11,2.273,1,0.811,474.67
°h§Ð,Áé®aÄ_,2008,18,11,11,1,3,2,1,0,1,0,4,3,0,0.182,0.182,0.364,0,0,0,0,0,0,0,3,3,1,0,0.444,190.82
°h§Ð,¥Û«Û½n,2008,18,24,23,4,6,4,1,2,1,0,8,7,3,0.174,0.208,0.348,0,0,0,1,0,0,0,10,2,5,1,0.632,201.91
°h§Ð,¤Z¦«,2008,17,50,48,1,5,14,11,2,0,1,19,7,0,0.292,0.32,0.396,3,0,0,2,0,0,0,18,9,2,0,0.568,335.67
°h§Ð,³¯´¼¥°,2008,16,20,20,3,2,4,2,1,0,1,8,3,0,0.2,0.2,0.4,1,0,0,0,0,0,0,6,7,0.857,0,0.471,243
°h§Ð,³¢«T¦ö,2008,14,51,43,8,6,10,7,2,0,1,15,19,0,0.233,0.314,0.349,2,0,2,6,0,0,0,10,6,1.667,0,0.6,307.56
°h§Ð,³\¤H¤¶,2008,14,45,43,5,5,12,10,1,1,0,15,4,1,0.279,0.311,0.349,1,0,0,2,0,0,1,16,11,1.455,0.5,0.545,319.07
°h§Ð,¤ý«T¤¯,2008,13,21,18,0,2,2,1,1,0,0,3,7,0,0.111,0.2,0.167,1,1,0,2,0,0,0,4,5,0.8,0,0.294,114.11
°h§Ð,¥Ûª÷¨ü,2008,13,21,21,1,1,5,5,0,0,0,5,4,0,0.238,0.238,0.238,0,0,0,0,0,0,0,4,8,0.5,0,0.313,248.1
°h§Ð,¾G¤D¤å,2008,13,30,28,3,6,10,7,3,0,0,13,6,0,0.357,0.4,0.464,0,0,0,2,0,0,0,8,4,2,0,0.833,385.14
°h§Ð,³¯«T½÷,2008,13,30,29,3,5,6,4,1,0,1,10,7,0,0.207,0.233,0.345,2,0,0,0,0,1,0,7,9,0.778,0,0.44,251.9
°h§Ð,§õ®¶¨k,2008,12,20,18,0,4,3,3,0,0,0,3,1,1,0.167,0.25,0.167,0,0,0,1,0,1,0,6,8,0.75,1,0.4,169.67
°h§Ð,·¨³Õ¤Ð,2008,10,12,11,2,0,2,2,0,0,0,2,3,0,0.182,0.25,0.182,2,0,0,1,0,0,0,4,2,2,0,0.273,193.82
°h§Ð,ªô«T¤å,2008,9,14,14,0,2,1,1,0,0,0,1,3,0,0.071,0.071,0.071,1,0,0,0,0,0,0,5,5,1,0,0.071,72.43
°h§Ð,¦Òµá,2008,5,20,15,1,4,5,2,3,0,0,8,4,0,0.333,0.45,0.533,1,0,1,4,0,0,0,2,5,0.4,0,1.091,346.33
°h§Ð,¬Iµ¾³Í,2008,5,8,6,0,1,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,2,0,0,0,1,4,0.25,0,0.333,0
²{§Ð,ªL¯q¥þ,2009,120,529,486,113,92,169,114,33,4,18,264,46,6,0.348,0.388,0.543,19,0,3,33,6,1,4,171,103,1.66,0.6,0.912,1536.74
°h§Ð,«Â¯Ç´µ,2009,120,524,489,73,71,176,129,37,1,9,242,33,3,0.36,0.389,0.495,18,0,7,28,0,0,4,156,131,1.191,0.429,0.815,1146.92
°h§Ð,³¯ª÷¾W,2009,114,482,412,99,80,132,87,17,1,27,232,86,7,0.32,0.392,0.563,8,0,9,53,7,1,0,102,101,1.01,1,1.042,1587.39
°h§Ð,³¯³s§»,2009,113,470,405,76,61,126,91,21,2,12,187,77,3,0.311,0.385,0.462,19,0,7,49,5,4,2,102,107,0.953,0.6,0.827,1118.11
°h§Ð,±i«Ø»Ê,2009,112,500,451,59,75,148,111,25,7,5,202,55,9,0.328,0.379,0.448,10,5,2,32,4,6,4,156,94,1.66,0.692,0.798,925.16
°h§Ð,¾G¥ü¦æ,2009,110,422,391,59,60,115,90,20,2,3,148,32,11,0.294,0.334,0.379,13,0,5,24,0,2,4,117,132,0.886,0.733,0.631,797.12
°h§Ð,¼ï©¾­³,2009,110,320,291,40,38,81,64,9,0,8,114,74,0,0.278,0.34,0.392,7,0,0,20,2,7,0,77,59,1.305,0,0.659,752.35
°h§Ð,´^¬F¶{,2009,108,445,361,71,85,132,96,19,0,17,202,62,25,0.366,0.468,0.56,10,0,2,66,11,5,6,99,70,1.414,0.806,1.261,1262.65
²{§Ð,ªL´¼³Ó,2009,108,475,431,111,87,143,79,29,4,31,273,89,11,0.332,0.384,0.633,13,0,4,33,1,6,1,94,109,0.862,0.917,1.073,1779.79
°h§Ð,¥Û§Ó°¶,2009,108,412,365,33,64,100,85,10,2,3,123,42,3,0.274,0.341,0.337,11,7,2,31,0,7,0,135,90,1.5,1,0.594,621.97
°h§Ð,¼B¯ÕªY,2009,107,386,339,33,39,77,62,12,2,1,96,48,15,0.227,0.282,0.283,5,17,3,24,0,3,9,142,75,1.893,0.625,0.5,508.14
°h§Ð,±i®õ¤s,2009,107,436,398,63,52,119,79,22,1,17,194,51,2,0.299,0.347,0.487,15,0,5,26,1,6,4,128,105,1.219,0.333,0.768,1147.99
²{§Ð,¤ý³Ó°¶,2009,106,453,387,56,73,118,86,20,5,7,169,57,42,0.305,0.387,0.437,7,6,5,43,0,12,8,117,100,1.17,0.84,0.937,893.91
°h§Ð,³¯¦¿©M,2009,106,351,313,29,25,75,66,9,0,0,84,38,2,0.24,0.286,0.268,7,15,2,18,0,3,2,109,93,1.172,0.5,0.433,468.62
°h§Ð,¶§ªF¯q,2009,105,348,304,29,46,79,73,6,0,0,85,63,9,0.26,0.334,0.28,3,4,4,34,0,2,3,75,91,0.824,0.75,0.563,489.87
°h§Ð,¤ýª÷«i,2009,99,344,316,44,30,88,68,17,0,3,114,39,1,0.278,0.332,0.361,13,1,1,25,0,1,0,93,97,0.959,1,0.585,672.48
°h§Ð,¾G¹FÂE,2009,99,337,304,46,48,108,79,19,4,6,153,35,13,0.355,0.404,0.503,5,2,3,25,1,2,8,89,75,1.187,0.619,0.928,858.26
°h§Ð,´¿»¨¾s,2009,99,256,230,31,35,56,36,11,2,7,92,50,1,0.243,0.314,0.4,3,1,1,22,0,2,1,58,67,0.866,0.5,0.657,630.48
°h§Ð,ÁÂ¨Î½å,2009,98,380,310,51,76,87,57,16,0,14,145,65,5,0.281,0.407,0.468,6,0,1,65,2,2,1,86,73,1.178,0.833,0.952,960.65
²{§Ð,¼ïªZ¶¯,2009,97,372,324,66,61,119,74,34,3,8,183,37,11,0.367,0.429,0.565,3,1,4,34,5,4,3,97,75,1.293,0.786,1.123,1040.28
°h§Ð,Ä¬«Øºa,2009,97,148,126,5,24,28,25,2,0,1,33,31,3,0.222,0.31,0.262,1,6,0,11,0,5,5,24,43,0.558,0.375,0.5,300.22
²{§Ð,©P«ä»ô,2009,96,399,354,49,67,110,79,25,1,5,152,55,3,0.311,0.376,0.429,6,0,3,39,3,0,3,93,99,0.939,0.5,0.779,807.73
°h§Ð,³¯§Ó°¶,2009,95,303,282,37,44,85,58,22,2,3,120,43,2,0.301,0.327,0.426,10,9,1,9,0,2,0,81,74,1.095,1,0.643,666.42
²{§Ð,ªL´¼¥­,2009,94,366,316,30,49,87,76,6,4,1,104,62,7,0.275,0.357,0.329,3,2,5,42,0,1,1,105,67,1.567,0.875,0.661,549.32
°h§Ð,¼BªÜ»¨,2009,93,348,298,46,44,82,56,13,2,11,132,66,4,0.275,0.366,0.443,6,0,4,41,1,4,1,79,75,1.053,0.8,0.816,857.17
°h§Ð,¸­§g¼ý,2009,92,290,262,26,32,61,50,10,1,0,73,42,0,0.233,0.284,0.279,7,8,1,17,0,2,0,91,69,1.319,0,0.442,435.82
°h§Ð,½²«Ø°¶,2009,89,229,190,28,31,42,28,10,3,1,61,38,2,0.221,0.338,0.321,4,4,1,27,0,7,2,71,40,1.775,0.5,0.63,442.05
°h§Ð,·¨ªQ©¶,2009,86,301,273,23,59,76,65,9,1,1,90,29,15,0.278,0.336,0.33,3,0,3,22,0,3,3,100,71,1.408,0.833,0.64,503.39
°h§Ð,Áé©Ó¯§,2009,86,310,286,45,36,82,52,21,2,7,128,43,7,0.287,0.329,0.448,10,3,2,17,0,2,5,76,87,0.874,0.583,0.703,779.71
°h§Ð,¦¶ÂE´Ë,2009,86,264,245,19,38,65,54,10,1,0,77,37,14,0.265,0.307,0.314,9,0,3,10,0,6,0,78,68,1.147,1,0.566,437.31
°h§Ð,³¯·ç®¶,2009,86,304,275,41,35,92,79,10,2,1,109,26,2,0.335,0.365,0.396,9,7,5,14,1,2,3,95,67,1.418,0.4,0.656,668.55
²{§Ð,¸â´¼³ó,2009,85,272,230,23,35,62,49,9,4,0,79,23,10,0.27,0.356,0.343,4,3,4,29,2,4,4,110,39,2.821,0.714,0.705,463.57
°h§Ð,°ª§Óºõ,2009,83,285,255,42,53,86,51,30,1,4,130,40,7,0.337,0.4,0.51,6,0,2,25,0,3,1,70,61,1.148,0.875,0.938,757.25
°h§Ð,¶ÀÀs¸q,2009,83,296,259,31,48,59,36,13,1,9,101,54,8,0.228,0.308,0.39,7,0,4,28,1,4,2,74,76,0.974,0.8,0.679,663.8
°h§Ð,³¯­PÄP,2009,82,183,176,14,21,44,37,7,0,0,51,22,1,0.25,0.279,0.29,4,0,0,7,0,0,0,67,43,1.558,1,0.434,371
°h§Ð,¾HãÂ¶§,2009,81,261,238,35,31,72,56,14,1,1,91,22,1,0.303,0.339,0.382,5,4,4,14,0,1,0,95,53,1.792,1,0.626,588.52
°h§Ð,³¯®p¥Á,2009,80,232,213,19,23,54,38,15,0,1,72,32,1,0.254,0.301,0.338,9,3,1,15,0,0,2,73,55,1.327,0.333,0.518,440.52
°h§Ð,·¨©v½d,2009,78,198,177,21,17,34,22,10,1,1,49,48,1,0.192,0.242,0.277,6,6,1,12,2,0,0,55,41,1.341,1,0.43,366.09
°h§Ð,³¢©§µa,2009,78,232,202,35,38,61,39,14,2,6,97,34,1,0.302,0.383,0.48,3,0,1,26,2,1,2,48,60,0.8,0.333,0.87,693.98
°h§Ð,³\®p»«,2009,77,125,109,14,20,22,22,0,0,0,22,23,4,0.202,0.304,0.202,3,0,0,15,0,1,1,48,16,3,0.8,0.462,293.83
°h§Ð,¶À¥ÌÀM,2009,76,202,184,17,25,45,38,6,0,1,54,31,13,0.245,0.294,0.293,6,1,3,11,0,3,5,62,49,1.265,0.722,0.54,403.57
°h§Ð,³¢¤@®p,2009,76,232,191,24,27,44,34,7,1,2,59,50,1,0.23,0.324,0.309,4,10,3,24,0,4,0,70,30,2.333,1,0.583,449.37
°h§Ð,¥d´µ´£,2009,73,320,290,65,46,91,63,15,0,13,145,25,20,0.314,0.346,0.5,16,0,7,16,5,2,5,96,85,1.129,0.8,0.855,1043.79
°h§Ð,²ø´º¶P,2009,71,135,119,13,24,28,23,3,1,1,36,27,11,0.235,0.313,0.303,2,1,1,14,0,0,2,34,31,1.097,0.846,0.642,356.29
°h§Ð,§E½å©ú,2009,71,136,116,11,23,29,24,5,0,0,34,22,8,0.25,0.323,0.293,2,6,1,13,0,0,3,36,30,1.2,0.727,0.598,339
²{§Ð,°ª°ê¼y,2009,70,306,277,47,39,98,75,18,0,5,131,37,0,0.354,0.391,0.473,13,0,6,19,2,2,0,77,71,1.085,0,0.802,819.79
°h§Ð,¶À¥¿°¶,2009,68,252,227,20,33,65,52,8,4,1,84,26,20,0.286,0.345,0.37,3,3,1,19,0,2,4,69,68,1.015,0.833,0.74,490.34
°h§Ð,¬Iª÷¨å,2009,66,149,134,11,13,33,28,5,0,0,38,18,0,0.246,0.299,0.284,5,1,2,11,1,0,0,38,47,0.809,0,0.472,339.27
°h§Ð,¾G¤D¤å,2009,64,220,201,33,22,57,41,9,0,7,87,37,0,0.284,0.338,0.433,8,1,1,16,0,1,0,42,66,0.636,0,0.684,675.58
°h§Ð,¶§´Ë,2009,63,230,187,20,31,45,34,9,0,2,60,48,1,0.241,0.36,0.321,4,2,2,30,3,6,1,43,53,0.811,0.5,0.68,440.64
°h§Ð,¤ý¤lÛp,2009,63,130,117,21,15,32,25,4,1,2,44,33,0,0.274,0.326,0.376,2,1,2,9,0,1,0,27,27,1,0,0.621,462.5
°h§Ð,¼B®a»¨,2009,62,129,118,11,14,25,18,5,1,1,35,25,0,0.212,0.262,0.297,4,3,0,8,0,0,1,39,29,1.345,0,0.439,321.86
°h§Ð,ªL©v¨k,2009,59,118,103,12,17,23,15,5,1,2,36,25,1,0.223,0.299,0.35,2,1,2,11,0,1,4,27,30,0.9,0.2,0.57,359.3
°h§Ð,¨Lµ¤®õ,2009,57,117,106,11,7,19,16,2,0,1,24,24,0,0.179,0.237,0.226,6,3,0,5,0,3,0,38,25,1.52,0,0.344,278.25
°h§Ð,½²©v¦ö,2009,57,134,115,16,21,31,25,6,0,0,37,15,2,0.27,0.351,0.322,5,3,1,14,0,1,0,47,23,2.043,1,0.607,386.57
°h§Ð,§E¶i¼w,2009,57,131,118,20,20,32,24,6,1,1,43,16,0,0.271,0.326,0.364,3,2,1,10,0,0,5,46,25,1.84,0,0.564,434.19
°h§Ð,³¯«a¥ô,2009,54,226,205,45,20,70,55,11,1,3,92,8,1,0.341,0.396,0.449,4,0,1,12,1,7,0,74,54,1.37,1,0.813,718.46
°h§Ð,§õ¸q°¶,2009,53,160,151,22,19,43,32,9,1,1,57,32,0,0.285,0.304,0.377,2,2,2,4,0,1,2,45,33,1.364,0,0.554,471.77
°h§Ð,´¿µØ°¶,2009,52,109,98,14,11,22,17,2,2,1,31,13,0,0.224,0.287,0.316,3,1,1,5,0,4,0,42,22,1.909,0,0.506,345.49
°h§Ð,³¯«T½÷,2009,51,97,87,6,12,24,18,6,0,0,30,14,0,0.276,0.344,0.345,2,1,0,4,0,5,1,22,27,0.815,0,0.591,335.86
°h§Ð,¼B¨|¨°,2009,50,122,114,13,9,30,26,4,0,0,34,24,1,0.263,0.306,0.298,2,1,0,5,0,2,0,36,24,1.5,1,0.488,362.16
°h§Ð,»Å¤O¤h,2009,49,184,164,28,18,53,41,5,1,6,78,28,0,0.323,0.391,0.476,7,0,1,18,0,1,0,56,28,2,0,0.822,661.17
°h§Ð,¶À§Ó²»,2009,48,98,87,6,9,26,21,5,0,0,31,26,0,0.299,0.367,0.356,3,0,1,9,0,1,1,18,18,1,0,0.631,359.85
°h§Ð,?§§¾±,2009,46,78,75,7,6,13,10,2,0,1,18,26,1,0.173,0.195,0.24,1,1,0,2,0,0,0,20,16,1.25,1,0.333,246.33
°h§Ð,¶À¯EµM,2009,44,90,83,16,16,27,19,6,0,2,39,19,1,0.325,0.348,0.47,3,1,2,1,0,3,0,18,21,0.857,1,0.746,484.3
°h§Ð,¼B¸Î¦w,2009,41,53,44,5,11,12,9,3,0,0,15,10,1,0.273,0.377,0.341,1,0,1,6,0,2,0,13,10,1.3,1,0.727,312.73
°h§Ð,½±´¼Áo,2009,40,82,73,5,9,12,10,1,0,1,16,20,0,0.164,0.244,0.219,4,0,1,7,0,1,0,24,18,1.333,0,0.369,225.38
°h§Ð,³\°ê¶©,2009,40,72,65,12,7,20,16,2,0,2,28,15,0,0.308,0.361,0.431,2,0,1,6,0,0,0,13,18,0.722,0,0.723,435.69
°h§Ð,³¢«T¦ö,2009,38,100,87,8,6,16,11,3,0,2,25,29,0,0.184,0.273,0.287,1,0,1,7,1,4,1,19,24,0.792,0,0.507,288.91
°h§Ð,¶À¤p°¶,2009,36,62,56,7,8,11,5,4,2,0,19,15,0,0.196,0.258,0.339,1,0,1,4,0,1,0,11,20,0.55,0,0.522,250.43
°h§Ð,³¯­P»·,2009,32,139,133,18,20,37,25,6,2,4,59,21,4,0.278,0.295,0.444,1,0,2,4,0,0,2,27,50,0.54,0.667,0.677,507.2
°h§Ð,¶À®õÀs,2009,31,65,57,4,10,12,8,4,0,0,16,12,2,0.211,0.281,0.281,1,1,1,4,0,2,0,17,17,1,1,0.522,246.53
°h§Ð,³¯·ç©÷,2009,31,62,53,5,6,7,6,1,0,0,8,10,0,0.132,0.242,0.151,2,0,1,3,0,5,0,20,17,1.176,0,0.333,165.08
°h§Ð,³\¸tªN,2009,29,50,47,3,7,12,9,2,0,1,17,5,0,0.255,0.3,0.362,0,0,0,3,0,0,0,16,14,1.143,0,0.571,307.32
°h§Ð,ÁÂ©ú©v,2009,28,58,51,5,13,11,8,3,0,0,14,5,1,0.216,0.281,0.275,3,1,1,4,0,1,0,20,16,1.25,1,0.465,254.69
°h§Ð,ÅQ¯÷,2009,28,105,91,13,10,26,17,5,1,3,42,13,3,0.286,0.381,0.462,3,0,0,13,0,1,1,18,34,0.529,0.75,0.855,452.71
°h§Ð,°ª¬FµØ,2009,26,29,24,1,1,4,3,0,1,0,6,9,0,0.167,0.31,0.25,0,0,0,5,0,0,0,7,4,1.75,0,0.55,177.67
°h§Ð,³¯´¼¥°,2009,21,60,53,6,7,21,17,4,0,0,25,9,1,0.396,0.467,0.472,0,0,0,6,0,1,1,10,13,0.769,0.5,1,451.23
°h§Ð,±i¥Á¿Î,2009,21,40,32,5,4,13,9,3,1,0,18,2,1,0.406,0.525,0.563,5,0,0,8,0,0,1,11,6,1.833,0.5,1.08,449.25
°h§Ð,¶À¥ú¥Ã,2009,19,16,13,0,0,3,3,0,0,0,3,6,0,0.231,0.375,0.231,0,0,0,2,0,1,0,0,4,0,0,0.6,233.77
°h§Ð,µØ²±¹y,2009,19,86,74,12,17,22,16,3,0,3,34,4,3,0.297,0.376,0.459,2,0,1,7,0,3,4,26,24,1.083,0.429,0.81,451.3
°h§Ð,¤àµn,2009,18,76,68,11,11,15,8,3,0,4,30,9,0,0.221,0.303,0.441,4,0,0,8,0,0,1,17,27,0.63,0,0.655,385.59
°h§Ð,ªL®a½n,2009,16,26,25,2,1,7,7,0,0,0,7,5,0,0.28,0.308,0.28,0,0,0,1,0,0,0,10,3,3.333,0,0.444,297
°h§Ð,¹p®¦´µ,2009,15,62,55,6,9,18,13,3,1,1,26,12,11,0.327,0.367,0.473,0,2,1,4,0,0,2,12,14,0.857,0.846,1.051,403.27
°h§Ð,¥Û«Û½n,2009,9,6,3,0,4,1,1,0,0,0,1,2,1,0.333,0.6,0.333,0,1,0,1,0,1,0,0,0,0,1,2,334.33
°h§Ð,ªL¬z¥­,2009,4,4,3,1,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,1,0,2,0,0,0,0.333,5
°h§Ð,Áé®aÄ_,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,ªL¸t³Í,2009,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
°h§Ð,¨Hà±³Ç,2009,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1001
°h§Ð,Áé©Ó¯§,2010,120,491,466,64,59,134,88,28,8,10,208,80,9,0.288,0.311,0.446,13,1,4,13,2,5,4,102,154,0.662,0.692,0.679,1015.55
°h§Ð,³¯«a¥ô,2010,120,498,455,53,54,127,98,22,3,4,167,25,2,0.279,0.329,0.367,19,1,5,25,1,11,2,178,129,1.38,0.5,0.59,791.12
²{§Ð,©P«ä»ô,2010,120,502,456,56,55,136,99,29,4,4,185,65,5,0.298,0.349,0.406,6,3,3,37,3,0,3,126,132,0.955,0.625,0.699,843.25
°h§Ð,¼BªÜ»¨,2010,119,495,433,59,50,121,90,20,1,10,173,86,31,0.279,0.359,0.4,12,4,2,49,1,6,15,128,101,1.267,0.674,0.767,947.45
°h§Ð,±i®õ¤s,2010,119,505,453,78,73,142,103,23,0,16,213,42,7,0.313,0.372,0.47,13,0,5,37,2,8,10,142,132,1.076,0.412,0.799,1236.47
²{§Ð,¤ý³Ó°¶,2010,118,504,456,57,52,110,80,22,6,2,150,71,19,0.241,0.286,0.329,6,13,3,21,2,9,14,150,128,1.172,0.576,0.549,716.23
°h§Ð,´^¬F¶{,2010,117,466,387,65,59,138,107,22,1,8,186,58,20,0.357,0.44,0.481,9,0,7,58,9,5,9,109,89,1.225,0.69,1.041,1027.59
°h§Ð,¾G¹FÂE,2010,117,471,417,54,62,116,93,16,4,3,149,41,31,0.278,0.333,0.357,6,7,7,29,2,9,10,144,123,1.171,0.756,0.694,757.18
²{§Ð,ªL´¼³Ó,2010,117,497,443,79,71,138,92,23,2,21,228,105,12,0.312,0.375,0.515,8,0,3,39,4,8,5,98,105,0.933,0.706,0.915,1354.51
²{§Ð,±i¥¿°¶,2010,114,458,408,22,64,121,96,17,8,0,154,45,15,0.297,0.358,0.377,6,3,4,31,2,10,10,150,96,1.563,0.6,0.7,560.57
°h§Ð,³\°ê¶©,2010,108,378,350,51,29,101,73,24,1,3,136,50,0,0.289,0.323,0.389,12,5,3,15,1,4,2,115,87,1.322,0,0.593,739.57
°h§Ð,¾G¥ü¦æ,2010,108,407,365,35,41,110,90,18,2,0,132,41,8,0.301,0.348,0.362,10,6,6,26,1,3,6,100,120,0.833,0.571,0.627,608.37
²{§Ð,±i§Ó»¨,2010,107,293,264,25,36,67,47,9,10,1,99,67,13,0.254,0.309,0.375,0,6,0,18,2,3,3,71,59,1.203,0.813,0.675,497.79
²{§Ð,ªL¯q¥þ,2010,107,438,406,55,61,134,102,22,2,8,184,52,4,0.33,0.367,0.453,14,0,2,24,5,1,4,131,91,1.44,0.5,0.752,949.05
°h§Ð,¶À®õÀs,2010,107,378,351,26,34,85,71,13,1,0,100,43,8,0.242,0.276,0.285,3,8,2,13,0,4,8,99,126,0.786,0.5,0.451,472.17
²{§Ð,°ª°ê¼y,2010,106,460,408,47,46,111,87,20,1,3,142,63,1,0.272,0.34,0.348,14,0,4,38,4,6,1,116,122,0.951,0.5,0.612,709.06
²{§Ð,ªLªl¨|,2010,105,407,380,66,40,115,83,22,2,8,165,62,1,0.303,0.336,0.434,14,1,4,15,1,6,0,98,109,0.899,1,0.674,957.63
°h§Ð,±i«Ø»Ê,2010,105,469,431,38,55,124,108,13,3,0,143,44,3,0.288,0.325,0.332,2,9,2,18,2,7,7,147,118,1.246,0.3,0.547,620.7
°h§Ð,³¯¶­­·,2010,102,363,335,21,34,84,71,11,1,1,100,45,18,0.251,0.271,0.299,7,16,2,9,0,1,8,131,77,1.701,0.692,0.481,475.75
²{§Ð,¸â´¼³ó,2010,96,304,265,31,32,75,66,4,2,3,92,40,10,0.283,0.356,0.347,6,5,2,25,1,6,9,81,71,1.141,0.526,0.654,590.02
